stage_event_id,application_id,stage_name,stage_date,stage_status,drop_reason
1504,451,Resume Screening,2024-07-02,Rejected,Skill mismatch
1505,452,Resume Screening,2024-04-22,Rejected,Skill mismatch
1506,453,Resume Screening,2024-07-30,Rejected,Experience mismatch
1507,454,Resume Screening,2024-10-01,Selected,
1508,454,Technical Interview,2024-10-03,Selected,
1509,454,Managerial Interview,2024-10-06,Selected,
1510,454,HR Interview,2024-10-10,Selected,
1511,454,Offer Made,2024-10-15,Accepted,
1512,454,Joined,2024-10-22,Joined,
1513,455,Resume Screening,2024-07-15,Rejected,Skill mismatch
1514,456,Resume Screening,2024-08-14,Selected,
1515,456,Technical Interview,2024-08-18,Selected,
1516,456,Managerial Interview,2024-08-24,Selected,
1517,456,HR Interview,2024-08-27,Selected,
1518,456,Offer Made,2024-08-30,Accepted,
1519,456,Joined,2024-09-06,Joined,
1520,457,Resume Screening,2024-06-26,Rejected,Experience mismatch
1521,458,Resume Screening,2024-07-24,Selected,
1522,458,Technical Interview,2024-07-30,Selected,
1523,458,Managerial Interview,2024-08-06,Selected,
1524,458,HR Interview,2024-08-09,Rejected,Notice period issue
1525,459,Resume Screening,2024-08-17,Selected,
1526,459,Technical Interview,2024-08-23,Selected,
1527,459,Managerial Interview,2024-08-28,Selected,
1528,459,HR Interview,2024-09-04,Rejected,Salary mismatch
1529,460,Resume Screening,2024-04-10,Selected,
1530,460,Technical Interview,2024-04-12,Selected,
1531,460,Managerial Interview,2024-04-16,Selected,
1532,460,HR Interview,2024-04-23,Selected,
1533,460,Offer Made,2024-04-25,Accepted,
1534,460,Joined,2024-05-02,Joined,
1535,461,Resume Screening,2024-10-27,Rejected,Profile not relevant
1536,462,Resume Screening,2024-05-14,Rejected,Experience mismatch
1537,463,Resume Screening,2024-04-09,Selected,
1538,463,Technical Interview,2024-04-13,Rejected,Technical gap
1539,464,Resume Screening,2024-08-30,Rejected,Profile not relevant
1540,465,Resume Screening,2024-08-30,Rejected,Skill mismatch
1541,466,Resume Screening,2024-11-14,Selected,
1542,466,Technical Interview,2024-11-20,Selected,
1543,466,Managerial Interview,2024-11-23,Selected,
1544,466,HR Interview,2024-11-29,Rejected,Location constraint
1545,467,Resume Screening,2024-07-23,Selected,
1546,467,Technical Interview,2024-07-25,Selected,
1547,467,Managerial Interview,2024-07-31,Selected,
1548,467,HR Interview,2024-08-04,Selected,
1549,467,Offer Made,2024-08-07,Accepted,
1550,467,Joined,2024-08-14,Joined,
1551,468,Resume Screening,2024-08-14,Selected,
1552,468,Technical Interview,2024-08-21,Rejected,Domain mismatch
1553,469,Resume Screening,2024-03-16,Selected,
1554,469,Technical Interview,2024-03-19,Selected,
1555,469,Managerial Interview,2024-03-24,Rejected,Project mismatch
1556,470,Resume Screening,2024-08-03,Selected,
1557,470,Technical Interview,2024-08-09,Selected,
1558,470,Managerial Interview,2024-08-12,Rejected,Project mismatch
1559,471,Resume Screening,2024-03-06,Selected,
1560,471,Technical Interview,2024-03-09,Selected,
1561,471,Managerial Interview,2024-03-16,Selected,
1562,471,HR Interview,2024-03-20,Selected,
1563,471,Offer Made,2024-03-27,Declined,Location issue
1564,472,Resume Screening,2024-10-01,Selected,
1565,472,Technical Interview,2024-10-07,Selected,
1566,472,Managerial Interview,2024-10-11,Selected,
1567,472,HR Interview,2024-10-13,Selected,
1568,472,Offer Made,2024-10-15,Accepted,
1569,472,Joined,2024-10-18,Joined,
1570,473,Resume Screening,2024-10-23,Rejected,Experience mismatch
1571,474,Resume Screening,2025-01-04,Rejected,Profile not relevant
1572,475,Resume Screening,2024-06-18,Rejected,Experience mismatch
1573,476,Resume Screening,2024-06-16,Rejected,Experience mismatch
1574,477,Resume Screening,2024-10-18,Selected,
1575,477,Technical Interview,2024-10-20,Rejected,Domain mismatch
1576,478,Resume Screening,2024-03-13,Rejected,Profile not relevant
1577,479,Resume Screening,2024-07-12,Rejected,Profile not relevant
1578,480,Resume Screening,2024-06-30,Selected,
1579,480,Technical Interview,2024-07-03,Rejected,Domain mismatch
1580,481,Resume Screening,2024-07-14,Selected,
1581,481,Technical Interview,2024-07-16,Selected,
1582,481,Managerial Interview,2024-07-21,Rejected,Team fit issue
1583,482,Resume Screening,2024-10-19,Rejected,Skill mismatch
1584,483,Resume Screening,2024-05-13,Selected,
1585,483,Technical Interview,2024-05-17,Rejected,Low problem-solving
1586,484,Resume Screening,2024-10-14,Selected,
1587,484,Technical Interview,2024-10-21,Selected,
1588,484,Managerial Interview,2024-10-28,Selected,
1589,484,HR Interview,2024-11-01,Rejected,Notice period issue
1590,485,Resume Screening,2024-07-06,Selected,
1591,485,Technical Interview,2024-07-09,Selected,
1592,485,Managerial Interview,2024-07-12,Selected,
1593,485,HR Interview,2024-07-14,Selected,
1594,485,Offer Made,2024-07-18,Accepted,
1595,485,Joined,2024-07-20,Joined,
1596,486,Resume Screening,2024-12-08,Selected,
1597,486,Technical Interview,2024-12-12,Selected,
1598,486,Managerial Interview,2024-12-17,Selected,
1599,486,HR Interview,2024-12-24,Selected,
1600,486,Offer Made,2024-12-27,Accepted,
1601,486,Joined,2024-12-29,Joined,
1602,487,Resume Screening,2024-08-26,Rejected,Profile not relevant
1603,488,Resume Screening,2024-09-01,Rejected,Profile not relevant
1604,489,Resume Screening,2024-09-17,Rejected,Profile not relevant
1605,490,Resume Screening,2024-04-04,Selected,
1606,490,Technical Interview,2024-04-09,Rejected,Technical gap
1607,491,Resume Screening,2024-03-19,Rejected,Profile not relevant
1608,492,Resume Screening,2024-07-27,Selected,
1609,492,Technical Interview,2024-08-01,Rejected,Domain mismatch
1610,493,Resume Screening,2024-08-09,Rejected,Experience mismatch
1611,494,Resume Screening,2024-09-17,Selected,
1612,494,Technical Interview,2024-09-21,Selected,
1613,494,Managerial Interview,2024-09-23,Selected,
1614,494,HR Interview,2024-09-30,Selected,
1615,494,Offer Made,2024-10-02,Accepted,
1616,494,Joined,2024-10-06,Joined,
1617,495,Resume Screening,2024-11-11,Selected,
1618,495,Technical Interview,2024-11-14,Selected,
1619,495,Managerial Interview,2024-11-17,Selected,
1620,495,HR Interview,2024-11-23,Selected,
1621,495,Offer Made,2024-11-30,Accepted,
1622,495,Joined,2024-12-02,Joined,
1623,496,Resume Screening,2024-04-24,Selected,
1624,496,Technical Interview,2024-05-01,Selected,
1625,496,Managerial Interview,2024-05-07,Selected,
1626,496,HR Interview,2024-05-14,Selected,
1627,496,Offer Made,2024-05-17,Accepted,
1628,496,Joined,2024-05-21,Joined,
1629,497,Resume Screening,2024-05-16,Selected,
1630,497,Technical Interview,2024-05-22,Selected,
1631,497,Managerial Interview,2024-05-24,Selected,
1632,497,HR Interview,2024-05-27,Selected,
1633,497,Offer Made,2024-05-29,Accepted,
1634,497,Joined,2024-05-31,Joined,
1635,498,Resume Screening,2024-04-23,Selected,
1636,498,Technical Interview,2024-04-29,Selected,
1637,498,Managerial Interview,2024-05-02,Selected,
1638,498,HR Interview,2024-05-08,Rejected,Salary mismatch
1639,499,Resume Screening,2024-01-25,Selected,
1640,499,Technical Interview,2024-01-29,Selected,
1641,499,Managerial Interview,2024-02-03,Selected,
1642,499,HR Interview,2024-02-07,Selected,
1643,499,Offer Made,2024-02-14,Accepted,
1644,499,Joined,2024-02-17,Joined,
1645,500,Resume Screening,2024-07-04,Rejected,Skill mismatch
1646,501,Resume Screening,2024-02-23,Rejected,Skill mismatch
1647,502,Resume Screening,2024-08-18,Rejected,Skill mismatch
1648,503,Resume Screening,2024-07-31,Selected,
1649,503,Technical Interview,2024-08-07,Rejected,Technical gap
1650,504,Resume Screening,2024-05-27,Selected,
1651,504,Technical Interview,2024-05-31,Selected,
1652,504,Managerial Interview,2024-06-02,Selected,
1653,504,HR Interview,2024-06-08,Rejected,Salary mismatch
1654,505,Resume Screening,2024-04-21,Selected,
1655,505,Technical Interview,2024-04-28,Rejected,Technical gap
1656,506,Resume Screening,2024-09-10,Rejected,Profile not relevant
1657,507,Resume Screening,2024-04-16,Rejected,Experience mismatch
1658,508,Resume Screening,2024-08-21,Selected,
1659,508,Technical Interview,2024-08-25,Selected,
1660,508,Managerial Interview,2024-09-01,Selected,
1661,508,HR Interview,2024-09-04,Selected,
1662,508,Offer Made,2024-09-10,Accepted,
1663,508,Joined,2024-09-16,Joined,
1664,509,Resume Screening,2024-03-14,Selected,
1665,509,Technical Interview,2024-03-20,Selected,
1666,509,Managerial Interview,2024-03-24,Selected,
1667,509,HR Interview,2024-03-30,Selected,
1668,509,Offer Made,2024-04-03,Accepted,
1669,509,Joined,2024-04-09,Joined,
1670,510,Resume Screening,2024-09-22,Selected,
1671,510,Technical Interview,2024-09-26,Selected,
1672,510,Managerial Interview,2024-10-01,Rejected,Team fit issue
1673,511,Resume Screening,2024-04-14,Rejected,Experience mismatch
1674,512,Resume Screening,2024-07-31,Selected,
1675,512,Technical Interview,2024-08-05,Selected,
1676,512,Managerial Interview,2024-08-11,Rejected,Team fit issue
1677,513,Resume Screening,2024-09-04,Selected,
1678,513,Technical Interview,2024-09-07,Selected,
1679,513,Managerial Interview,2024-09-09,Selected,
1680,513,HR Interview,2024-09-14,Selected,
1681,513,Offer Made,2024-09-20,Accepted,
1682,513,Joined,2024-09-23,Joined,
1683,514,Resume Screening,2024-12-28,Selected,
1684,514,Technical Interview,2025-01-01,Rejected,Domain mismatch
1685,515,Resume Screening,2024-11-05,Rejected,Profile not relevant
1686,516,Resume Screening,2024-10-25,Rejected,Skill mismatch
1687,517,Resume Screening,2024-03-07,Selected,
1688,517,Technical Interview,2024-03-13,Selected,
1689,517,Managerial Interview,2024-03-16,Selected,
1690,517,HR Interview,2024-03-20,Selected,
1691,517,Offer Made,2024-03-26,Accepted,
1692,517,Joined,2024-03-29,Joined,
1693,518,Resume Screening,2024-01-22,Selected,
1694,518,Technical Interview,2024-01-24,Selected,
1695,518,Managerial Interview,2024-01-27,Selected,
1696,518,HR Interview,2024-02-03,Selected,
1697,518,Offer Made,2024-02-07,Accepted,
1698,518,Joined,2024-02-09,Joined,
1699,519,Resume Screening,2024-09-13,Selected,
1700,519,Technical Interview,2024-09-18,Selected,
1701,519,Managerial Interview,2024-09-20,Rejected,Team fit issue
1702,520,Resume Screening,2024-07-18,Rejected,Experience mismatch
1703,521,Resume Screening,2024-02-11,Rejected,Skill mismatch
1704,522,Resume Screening,2024-07-03,Rejected,Skill mismatch
1705,523,Resume Screening,2024-07-15,Selected,
1706,523,Technical Interview,2024-07-19,Selected,
1707,523,Managerial Interview,2024-07-23,Selected,
1708,523,HR Interview,2024-07-26,Selected,
1709,523,Offer Made,2024-07-29,Accepted,
1710,523,Joined,2024-08-03,Joined,
1711,524,Resume Screening,2024-06-22,Selected,
1712,524,Technical Interview,2024-06-28,Rejected,Domain mismatch
1713,525,Resume Screening,2024-05-05,Selected,
1714,525,Technical Interview,2024-05-12,Selected,
1715,525,Managerial Interview,2024-05-18,Selected,
1716,525,HR Interview,2024-05-21,Rejected,Notice period issue
1717,526,Resume Screening,2024-07-27,Selected,
1718,526,Technical Interview,2024-07-30,Selected,
1719,526,Managerial Interview,2024-08-05,Selected,
1720,526,HR Interview,2024-08-07,Rejected,Notice period issue
1721,527,Resume Screening,2024-06-21,Rejected,Skill mismatch
1722,528,Resume Screening,2024-09-15,Selected,
1723,528,Technical Interview,2024-09-20,Selected,
1724,528,Managerial Interview,2024-09-25,Selected,
1725,528,HR Interview,2024-09-28,Rejected,Notice period issue
1726,529,Resume Screening,2024-03-12,Selected,
1727,529,Technical Interview,2024-03-18,Selected,
1728,529,Managerial Interview,2024-03-22,Rejected,Team fit issue
1729,530,Resume Screening,2024-10-02,Selected,
1730,530,Technical Interview,2024-10-05,Selected,
1731,530,Managerial Interview,2024-10-07,Selected,
1732,530,HR Interview,2024-10-11,Selected,
1733,530,Offer Made,2024-10-15,Accepted,
1734,530,Joined,2024-10-17,Joined,
1735,531,Resume Screening,2024-09-26,Selected,
1736,531,Technical Interview,2024-09-29,Rejected,Technical gap
1737,532,Resume Screening,2024-09-25,Rejected,Experience mismatch
1738,533,Resume Screening,2024-09-11,Selected,
1739,533,Technical Interview,2024-09-16,Selected,
1740,533,Managerial Interview,2024-09-20,Selected,
1741,533,HR Interview,2024-09-22,Rejected,Location constraint
1742,534,Resume Screening,2024-10-29,Selected,
1743,534,Technical Interview,2024-11-05,Selected,
1744,534,Managerial Interview,2024-11-10,Selected,
1745,534,HR Interview,2024-11-12,Selected,
1746,534,Offer Made,2024-11-19,Accepted,
1747,534,Joined,2024-11-23,Joined,
1748,535,Resume Screening,2024-02-14,Selected,
1749,535,Technical Interview,2024-02-20,Selected,
1750,535,Managerial Interview,2024-02-23,Selected,
1751,535,HR Interview,2024-02-26,Selected,
1752,535,Offer Made,2024-03-04,Declined,Location issue
1753,536,Resume Screening,2024-04-03,Selected,
1754,536,Technical Interview,2024-04-07,Selected,
1755,536,Managerial Interview,2024-04-11,Selected,
1756,536,HR Interview,2024-04-15,Selected,
1757,536,Offer Made,2024-04-17,Accepted,
1758,536,Joined,2024-04-19,Joined,
1759,537,Resume Screening,2024-07-31,Selected,
1760,537,Technical Interview,2024-08-06,Selected,
1761,537,Managerial Interview,2024-08-11,Selected,
1762,537,HR Interview,2024-08-14,Selected,
1763,537,Offer Made,2024-08-20,Accepted,
1764,537,Joined,2024-08-27,Joined,
1765,538,Resume Screening,2024-08-23,Selected,
1766,538,Technical Interview,2024-08-28,Selected,
1767,538,Managerial Interview,2024-08-30,Rejected,Project mismatch
1768,539,Resume Screening,2024-06-12,Rejected,Profile not relevant
1769,540,Resume Screening,2024-04-30,Selected,
1770,540,Technical Interview,2024-05-03,Rejected,Domain mismatch
1771,541,Resume Screening,2024-09-03,Rejected,Skill mismatch
1772,542,Resume Screening,2024-07-26,Selected,
1773,542,Technical Interview,2024-07-29,Selected,
1774,542,Managerial Interview,2024-08-04,Rejected,Team fit issue
1775,543,Resume Screening,2024-04-12,Rejected,Experience mismatch
1776,544,Resume Screening,2024-05-19,Rejected,Profile not relevant
1777,545,Resume Screening,2024-07-30,Rejected,Experience mismatch
1778,546,Resume Screening,2024-08-22,Selected,
1779,546,Technical Interview,2024-08-25,Selected,
1780,546,Managerial Interview,2024-08-29,Rejected,Team fit issue
1781,547,Resume Screening,2024-05-22,Selected,
1782,547,Technical Interview,2024-05-24,Selected,
1783,547,Managerial Interview,2024-05-27,Selected,
1784,547,HR Interview,2024-06-02,Selected,
1785,547,Offer Made,2024-06-07,Accepted,
1786,547,Joined,2024-06-13,Joined,
1787,548,Resume Screening,2024-02-28,Selected,
1788,548,Technical Interview,2024-03-02,Rejected,Technical gap
1789,549,Resume Screening,2024-03-22,Selected,
1790,549,Technical Interview,2024-03-24,Selected,
1791,549,Managerial Interview,2024-03-27,Rejected,Project mismatch
1792,550,Resume Screening,2024-04-29,Selected,
1793,550,Technical Interview,2024-05-06,Selected,
1794,550,Managerial Interview,2024-05-10,Selected,
1795,550,HR Interview,2024-05-13,Selected,
1796,550,Offer Made,2024-05-16,Accepted,
1797,550,Joined,2024-05-20,Joined,
1798,551,Resume Screening,2024-06-29,Rejected,Skill mismatch
1799,552,Resume Screening,2024-02-12,Selected,
1800,552,Technical Interview,2024-02-17,Rejected,Technical gap
1801,553,Resume Screening,2024-06-04,Rejected,Skill mismatch
1802,554,Resume Screening,2024-05-09,Selected,
1803,554,Technical Interview,2024-05-12,Rejected,Low problem-solving
1804,555,Resume Screening,2024-08-26,Selected,
1805,555,Technical Interview,2024-08-31,Selected,
1806,555,Managerial Interview,2024-09-07,Selected,
1807,555,HR Interview,2024-09-10,Selected,
1808,555,Offer Made,2024-09-15,Declined,Location issue
1809,556,Resume Screening,2024-08-17,Selected,
1810,556,Technical Interview,2024-08-20,Selected,
1811,556,Managerial Interview,2024-08-23,Selected,
1812,556,HR Interview,2024-08-28,Selected,
1813,556,Offer Made,2024-08-31,Accepted,
1814,556,Joined,2024-09-03,Joined,
1815,557,Resume Screening,2024-04-02,Selected,
1816,557,Technical Interview,2024-04-07,Selected,
1817,557,Managerial Interview,2024-04-12,Selected,
1818,557,HR Interview,2024-04-16,Selected,
1819,557,Offer Made,2024-04-23,Accepted,
1820,557,Joined,2024-04-26,Joined,
1821,558,Resume Screening,2024-02-13,Rejected,Profile not relevant
1822,559,Resume Screening,2024-05-22,Selected,
1823,559,Technical Interview,2024-05-28,Selected,
1824,559,Managerial Interview,2024-06-01,Selected,
1825,559,HR Interview,2024-06-06,Selected,
1826,559,Offer Made,2024-06-11,Accepted,
1827,559,Joined,2024-06-16,Joined,
1828,560,Resume Screening,2024-11-07,Selected,
1829,560,Technical Interview,2024-11-12,Selected,
1830,560,Managerial Interview,2024-11-16,Selected,
1831,560,HR Interview,2024-11-22,Selected,
1832,560,Offer Made,2024-11-29,Accepted,
1833,560,Joined,2024-12-04,Joined,
1834,561,Resume Screening,2024-12-19,Selected,
1835,561,Technical Interview,2024-12-26,Selected,
1836,561,Managerial Interview,2024-12-30,Rejected,Team fit issue
1837,562,Resume Screening,2024-05-04,Rejected,Experience mismatch
1838,563,Resume Screening,2024-12-28,Rejected,Profile not relevant
1839,564,Resume Screening,2024-09-08,Selected,
1840,564,Technical Interview,2024-09-13,Selected,
1841,564,Managerial Interview,2024-09-17,Selected,
1842,564,HR Interview,2024-09-24,Selected,
1843,564,Offer Made,2024-09-29,Accepted,
1844,564,Joined,2024-10-05,Joined,
1845,565,Resume Screening,2024-09-12,Rejected,Profile not relevant
1846,566,Resume Screening,2024-05-07,Selected,
1847,566,Technical Interview,2024-05-13,Rejected,Low problem-solving
1848,567,Resume Screening,2024-03-29,Rejected,Skill mismatch
1849,568,Resume Screening,2024-04-17,Selected,
1850,568,Technical Interview,2024-04-24,Selected,
1851,568,Managerial Interview,2024-04-29,Selected,
1852,568,HR Interview,2024-05-02,Selected,
1853,568,Offer Made,2024-05-05,Accepted,
1854,568,Joined,2024-05-07,Joined,
1855,569,Resume Screening,2024-09-18,Selected,
1856,569,Technical Interview,2024-09-25,Selected,
1857,569,Managerial Interview,2024-10-02,Selected,
1858,569,HR Interview,2024-10-07,Selected,
1859,569,Offer Made,2024-10-11,Declined,Compensation issue
1860,570,Resume Screening,2024-07-25,Rejected,Experience mismatch
1861,571,Resume Screening,2024-09-28,Rejected,Profile not relevant
1862,572,Resume Screening,2024-04-29,Selected,
1863,572,Technical Interview,2024-05-01,Rejected,Low problem-solving
1864,573,Resume Screening,2024-09-10,Selected,
1865,573,Technical Interview,2024-09-17,Selected,
1866,573,Managerial Interview,2024-09-24,Selected,
1867,573,HR Interview,2024-10-01,Selected,
1868,573,Offer Made,2024-10-06,Accepted,
1869,573,Joined,2024-10-12,Joined,
1870,574,Resume Screening,2024-05-23,Selected,
1871,574,Technical Interview,2024-05-26,Selected,
1872,574,Managerial Interview,2024-05-30,Selected,
1873,574,HR Interview,2024-06-01,Selected,
1874,574,Offer Made,2024-06-03,Accepted,
1875,574,Joined,2024-06-06,Joined,
1876,575,Resume Screening,2024-12-09,Rejected,Profile not relevant
1877,576,Resume Screening,2025-01-03,Selected,
1878,576,Technical Interview,2025-01-09,Selected,
1879,576,Managerial Interview,2025-01-11,Selected,
1880,576,HR Interview,2025-01-15,Rejected,Location constraint
1881,577,Resume Screening,2024-11-21,Rejected,Experience mismatch
1882,578,Resume Screening,2024-04-18,Selected,
1883,578,Technical Interview,2024-04-22,Rejected,Low problem-solving
1884,579,Resume Screening,2024-10-20,Rejected,Skill mismatch
1885,580,Resume Screening,2024-07-18,Selected,
1886,580,Technical Interview,2024-07-20,Selected,
1887,580,Managerial Interview,2024-07-23,Selected,
1888,580,HR Interview,2024-07-26,Selected,
1889,580,Offer Made,2024-07-29,Accepted,
1890,580,Joined,2024-08-04,Joined,
1891,581,Resume Screening,2024-08-18,Selected,
1892,581,Technical Interview,2024-08-20,Selected,
1893,581,Managerial Interview,2024-08-23,Rejected,Team fit issue
1894,582,Resume Screening,2024-02-23,Selected,
1895,582,Technical Interview,2024-02-25,Selected,
1896,582,Managerial Interview,2024-03-02,Selected,
1897,582,HR Interview,2024-03-05,Selected,
1898,582,Offer Made,2024-03-11,Declined,Better offer
1899,583,Resume Screening,2024-06-27,Selected,
1900,583,Technical Interview,2024-07-03,Selected,
1901,583,Managerial Interview,2024-07-09,Rejected,Project mismatch
1902,584,Resume Screening,2024-10-29,Selected,
1903,584,Technical Interview,2024-11-01,Rejected,Low problem-solving
1904,585,Resume Screening,2024-04-09,Selected,
1905,585,Technical Interview,2024-04-16,Selected,
1906,585,Managerial Interview,2024-04-22,Selected,
1907,585,HR Interview,2024-04-29,Selected,
1908,585,Offer Made,2024-05-01,Accepted,
1909,585,Joined,2024-05-03,Joined,
1910,586,Resume Screening,2024-01-14,Rejected,Experience mismatch
1911,587,Resume Screening,2024-03-11,Rejected,Skill mismatch
1912,588,Resume Screening,2024-05-04,Selected,
1913,588,Technical Interview,2024-05-07,Selected,
1914,588,Managerial Interview,2024-05-09,Selected,
1915,588,HR Interview,2024-05-11,Selected,
1916,588,Offer Made,2024-05-14,Accepted,
1917,588,Joined,2024-05-17,Joined,
1918,589,Resume Screening,2024-11-23,Selected,
1919,589,Technical Interview,2024-11-26,Selected,
1920,589,Managerial Interview,2024-11-30,Rejected,Team fit issue
1921,590,Resume Screening,2024-10-20,Selected,
1922,590,Technical Interview,2024-10-22,Selected,
1923,590,Managerial Interview,2024-10-24,Rejected,Project mismatch
1924,591,Resume Screening,2024-05-22,Selected,
1925,591,Technical Interview,2024-05-29,Rejected,Low problem-solving
1926,592,Resume Screening,2024-05-29,Selected,
1927,592,Technical Interview,2024-06-03,Selected,
1928,592,Managerial Interview,2024-06-07,Selected,
1929,592,HR Interview,2024-06-12,Selected,
1930,592,Offer Made,2024-06-19,Accepted,
1931,592,Joined,2024-06-26,Joined,
1932,593,Resume Screening,2024-03-16,Rejected,Profile not relevant
1933,594,Resume Screening,2024-06-10,Selected,
1934,594,Technical Interview,2024-06-16,Selected,
1935,594,Managerial Interview,2024-06-22,Selected,
1936,594,HR Interview,2024-06-27,Selected,
1937,594,Offer Made,2024-07-02,Accepted,
1938,594,Joined,2024-07-07,Joined,
1939,595,Resume Screening,2024-12-16,Selected,
1940,595,Technical Interview,2024-12-21,Selected,
1941,595,Managerial Interview,2024-12-26,Selected,
1942,595,HR Interview,2025-01-01,Selected,
1943,595,Offer Made,2025-01-04,Accepted,
1944,595,Joined,2025-01-10,Joined,
1945,596,Resume Screening,2024-05-09,Selected,
1946,596,Technical Interview,2024-05-11,Rejected,Technical gap
1947,597,Resume Screening,2024-11-17,Selected,
1948,597,Technical Interview,2024-11-24,Selected,
1949,597,Managerial Interview,2024-11-26,Selected,
1950,597,HR Interview,2024-11-28,Selected,
1951,597,Offer Made,2024-11-30,Declined,Better offer
1952,598,Resume Screening,2024-10-27,Rejected,Experience mismatch
1953,599,Resume Screening,2024-09-03,Rejected,Experience mismatch
1954,600,Resume Screening,2024-09-09,Selected,
1955,600,Technical Interview,2024-09-14,Selected,
1956,600,Managerial Interview,2024-09-17,Selected,
1957,600,HR Interview,2024-09-20,Selected,
1958,600,Offer Made,2024-09-25,Accepted,
1959,600,Joined,2024-09-30,Joined,
1960,601,Resume Screening,2024-05-05,Selected,
1961,601,Technical Interview,2024-05-08,Selected,
1962,601,Managerial Interview,2024-05-14,Selected,
1963,601,HR Interview,2024-05-20,Selected,
1964,601,Offer Made,2024-05-25,Declined,Location issue
1965,602,Resume Screening,2024-05-27,Rejected,Profile not relevant
1966,603,Resume Screening,2024-10-19,Selected,
1967,603,Technical Interview,2024-10-25,Rejected,Domain mismatch
1968,604,Resume Screening,2024-08-28,Rejected,Experience mismatch
1969,605,Resume Screening,2024-03-16,Rejected,Profile not relevant
1970,606,Resume Screening,2024-07-17,Selected,
1971,606,Technical Interview,2024-07-23,Selected,
1972,606,Managerial Interview,2024-07-30,Selected,
1973,606,HR Interview,2024-08-06,Rejected,Salary mismatch
1974,607,Resume Screening,2024-08-10,Selected,
1975,607,Technical Interview,2024-08-12,Selected,
1976,607,Managerial Interview,2024-08-15,Selected,
1977,607,HR Interview,2024-08-21,Selected,
1978,607,Offer Made,2024-08-27,Accepted,
1979,607,Joined,2024-08-31,Joined,
1980,608,Resume Screening,2024-09-23,Selected,
1981,608,Technical Interview,2024-09-27,Selected,
1982,608,Managerial Interview,2024-10-02,Selected,
1983,608,HR Interview,2024-10-09,Selected,
1984,608,Offer Made,2024-10-16,Accepted,
1985,608,Joined,2024-10-23,Joined,
1986,609,Resume Screening,2024-10-18,Selected,
1987,609,Technical Interview,2024-10-20,Rejected,Domain mismatch
1988,610,Resume Screening,2024-09-26,Rejected,Experience mismatch
1989,611,Resume Screening,2024-02-17,Rejected,Skill mismatch
1990,612,Resume Screening,2024-10-09,Selected,
1991,612,Technical Interview,2024-10-15,Selected,
1992,612,Managerial Interview,2024-10-19,Selected,
1993,612,HR Interview,2024-10-25,Rejected,Notice period issue
1994,613,Resume Screening,2024-08-27,Selected,
1995,613,Technical Interview,2024-08-31,Rejected,Technical gap
1996,614,Resume Screening,2024-08-27,Selected,
1997,614,Technical Interview,2024-09-01,Selected,
1998,614,Managerial Interview,2024-09-05,Rejected,Team fit issue
1999,615,Resume Screening,2024-10-26,Selected,
2000,615,Technical Interview,2024-10-30,Selected,
2001,615,Managerial Interview,2024-11-03,Rejected,Project mismatch
2002,616,Resume Screening,2024-10-06,Selected,
2003,616,Technical Interview,2024-10-11,Rejected,Low problem-solving
2004,617,Resume Screening,2024-08-27,Selected,
2005,617,Technical Interview,2024-08-30,Selected,
2006,617,Managerial Interview,2024-09-04,Selected,
2007,617,HR Interview,2024-09-08,Selected,
2008,617,Offer Made,2024-09-10,Accepted,
2009,617,Joined,2024-09-13,Joined,
2010,618,Resume Screening,2024-04-01,Selected,
2011,618,Technical Interview,2024-04-08,Selected,
2012,618,Managerial Interview,2024-04-11,Selected,
2013,618,HR Interview,2024-04-14,Selected,
2014,618,Offer Made,2024-04-17,Accepted,
2015,618,Joined,2024-04-23,Joined,
2016,619,Resume Screening,2024-12-25,Selected,
2017,619,Technical Interview,2025-01-01,Selected,
2018,619,Managerial Interview,2025-01-03,Selected,
2019,619,HR Interview,2025-01-05,Rejected,Salary mismatch
2020,620,Resume Screening,2024-10-20,Selected,
2021,620,Technical Interview,2024-10-23,Rejected,Domain mismatch
2022,621,Resume Screening,2024-04-04,Selected,
2023,621,Technical Interview,2024-04-07,Rejected,Technical gap
2024,622,Resume Screening,2024-06-30,Selected,
2025,622,Technical Interview,2024-07-06,Rejected,Low problem-solving
2026,623,Resume Screening,2024-07-23,Selected,
2027,623,Technical Interview,2024-07-26,Rejected,Domain mismatch
2028,624,Resume Screening,2024-11-06,Rejected,Skill mismatch
2029,625,Resume Screening,2024-11-07,Selected,
2030,625,Technical Interview,2024-11-09,Selected,
2031,625,Managerial Interview,2024-11-16,Selected,
2032,625,HR Interview,2024-11-18,Selected,
2033,625,Offer Made,2024-11-24,Accepted,
2034,625,Joined,2024-11-30,Joined,
2035,626,Resume Screening,2024-10-20,Selected,
2036,626,Technical Interview,2024-10-27,Rejected,Domain mismatch
2037,627,Resume Screening,2024-08-02,Selected,
2038,627,Technical Interview,2024-08-08,Selected,
2039,627,Managerial Interview,2024-08-14,Selected,
2040,627,HR Interview,2024-08-21,Selected,
2041,627,Offer Made,2024-08-26,Accepted,
2042,627,Joined,2024-08-29,Joined,
2043,628,Resume Screening,2024-12-08,Selected,
2044,628,Technical Interview,2024-12-10,Selected,
2045,628,Managerial Interview,2024-12-12,Selected,
2046,628,HR Interview,2024-12-15,Selected,
2047,628,Offer Made,2024-12-22,Accepted,
2048,628,Joined,2024-12-28,Joined,
2049,629,Resume Screening,2024-06-24,Rejected,Experience mismatch
